CODEMAGASIN;NOMPRODUIT;CODEINTERNEARTICLE;CODEPRODUIT;LIBCOLORISMODIFIE;CODECOLORISSEL;TAILLE;CODEBARRES;DISPONIBLE;TRANSITO;PREPARACION;TOTAL
806;251-DSARAH;615864;1103028;IVOIRE M;978;TL;3253634517995;1;0;0;1
806;251-DROSSO;627337;1103484;MARINE M;931;TXS;3253634626185;1;0;0;1
806;251-DROSSO;627338;1103484;MARINE M;931;TS;3253634626192;1;0;0;1
806;251-DROSSO;627340;1103484;MARINE M;931;TL;3253634626215;1;0;0;1
806;251-DALIKA;619301;1103498;OFF WHITE M;931;TXS;3253634551593;1;0;0;1
806;251-DALIKA;619302;1103498;OFF WHITE M;931;TS;3253634551609;1;0;0;1
806;251-DALIKA;619303;1103498;OFF WHITE M;931;TM;3253634551616;2;0;0;2
806;251-DALIKA;619304;1103498;OFF WHITE M;931;TL;3253634551623;2;0;0;2
806;251-DALIKA;619305;1103498;OFF WHITE M;931;TXL;3253634551630;0;0;0;0
806;261-DIANA;627357;1104721;BUTTER M;987;TXS;3253634626383;1;0;0;1
806;261-DIANA;627360;1104721;BUTTER M;987;TL;3253634626413;1;0;0;1
806;261-DAHLIA;627890;1104787;OFF WHITE M;1299;TM;3253634631714;2;0;0;2
806;261-RTILA;628358;1104847;AVENTURINE;1150;T34;3253634636399;1;0;0;1
806;261-RTILA;628359;1104847;AVENTURINE;1150;T36;3253634636405;2;0;0;2
806;261-RTILA;628360;1104847;AVENTURINE;1150;T38;3253634636412;1;0;0;1
806;261-RDADOU;628457;1104860;FIG;979;T40;3253634637389;1;0;0;1
806;261-RDADOU;628458;1104860;FIG;979;T42;3253634637396;1;0;0;1
806;261-RLUCY;628460;1104861;MAGMA M;1191;T34;3253634637419;1;0;0;1
806;261-RLUCY;628461;1104861;MAGMA M;1191;T36;3253634637426;1;0;0;1
806;261-RLUCY;628463;1104861;MAGMA M;1191;T40;3253634637440;1;0;0;1
806;261-RLUCY;628464;1104861;MAGMA M;1191;T42;3253634637457;1;0;0;1
806;261-RMARIUS;628564;1104872;BUTTER M;1191;TS;3253634638454;1;0;0;1
806;261-DIVALI;632906;1105668;MYRTILLE M;1204;TXS;3253634680293;1;0;0;1
806;261-DIVALI;632907;1105668;MYRTILLE M;1204;TS;3253634680309;2;0;0;2
806;261-DIVALI;632847;1105668;MYRTILLE M;1204;TM;3253634679716;2;0;0;2
806;261-DIVALI;632908;1105668;MYRTILLE M;1204;TL;3253634680316;1;0;0;1
806;261-DTAL;632926;1105672;BUBBLE M;1166;TXS;3253634680491;1;0;0;1
806;261-DTAL;632927;1105672;BUBBLE M;1166;TS;3253634680507;0;1;0;1
806;261-DTAL;632855;1105672;BUBBLE M;1166;TM;3253634679792;0;0;1;1
806;261-DTAL;632928;1105672;BUBBLE M;1166;TL;3253634680514;2;0;0;2
806;261-DOUCE;632939;1105675;OFF WHITE M;931;TS;3253634680620;1;0;0;1
806;261-DOUCE;632861;1105675;OFF WHITE M;931;TM;3253634679853;2;0;0;2
806;261-DOUCE;632940;1105675;OFF WHITE M;931;TL;3253634680637;2;0;0;2
806;261-DNAVY;632950;1105677;MARINE/OFF WHITE;926;TXS;3253634680736;1;0;0;1
806;261-DNAVY;632951;1105677;MARINE/OFF WHITE;926;TS;3253634680743;3;0;0;3
806;261-DNAVY;632864;1105677;MARINE/OFF WHITE;926;TM;3253634679884;2;0;0;2
806;261-DNAVY;632952;1105677;MARINE/OFF WHITE;926;TL;3253634680750;1;0;0;1
806;261-DSAMIR;632965;1105679;MYRTILLE M;931;TXS;3253634680873;1;0;0;1
806;261-DSAMIR;632966;1105679;MYRTILLE M;931;TS;3253634680880;2;0;0;2
806;261-DSAMIR;632970;1105679;PRAIRIE M;931;TS;3253634680927;0;0;1;1
806;261-DSAMIR;632960;1105679;PRAIRIE M;931;TM;3253634680835;3;0;0;3
806;261-DSAMIR;632959;1105679;MYRTILLE M;931;TM;3253634680828;3;0;0;3
806;261-DSAMIR;632967;1105679;MYRTILLE M;931;TL;3253634680897;2;0;0;2
806;261-DSAMIR;632971;1105679;PRAIRIE M;931;TL;3253634680934;2;0;0;2
806;261-DSAMIR;632972;1105679;PRAIRIE M;931;TXL;3253634680941;2;0;0;2
806;261-DROSE;632997;1105681;OFF WHITE M;931;TXS;3253634681184;1;0;0;1
806;261-DROSE;632998;1105681;OFF WHITE M;931;TS;3253634681191;1;0;0;1
806;261-DROSE;632990;1105681;OFF WHITE M;931;TM;3253634681122;0;0;1;1
806;261-DROSE;632999;1105681;OFF WHITE M;931;TL;3253634681207;1;0;0;1
806;261-DRED;633001;1105682;MAGMA M;1023;TXS;3253634681221;1;0;0;1
806;261-DRED;633002;1105682;MAGMA M;1023;TS;3253634681238;1;0;0;1
806;261-DRED;632991;1105682;MAGMA M;1023;TM;3253634681139;3;0;0;3
806;261-MPIKA;633106;1105694;ROSEE M;1219;TXS;3253634682235;1;0;0;1
806;261-MPIKA;633107;1105694;ROSEE M;1219;TS;3253634682242;2;0;0;2
806;261-MPIKA;633094;1105694;ROSEE M;1219;TM;3253634682129;1;0;1;2
806;261-MLOSI;633126;1105699;NOIR/IVOIRE;929;TXS;3253634682433;1;0;0;1
806;261-MLOSI;633127;1105699;NOIR/IVOIRE;929;TS;3253634682440;1;0;0;1
806;261-MLOSI;633099;1105699;NOIR/IVOIRE;929;TM;3253634682174;1;0;0;1
806;261-MLOSI;633128;1105699;NOIR/IVOIRE;929;TL;3253634682457;1;0;0;1
806;261-RMAGO;633135;1105701;NOIR M;979;TS;3253634682525;1;0;0;1
806;261-RMAGO;633101;1105701;NOIR M;979;TM;3253634682198;1;0;0;1
806;261-DEFI;634160;1105706;BUTTER M;1199;TXS;3253634692616;1;0;0;1
806;261-DEFI;634161;1105706;BUTTER M;1199;TS;3253634692623;2;0;0;2
806;261-DEFI;634130;1105706;BUTTER M;1199;TM;3253634692326;1;0;0;1
806;261-3FLEUR;633226;1105716;DORE;401;T2;3253634683379;1;0;0;1
806;261-RMILAN;633241;1105731;DORE;401;TM;3253634683515;1;0;0;1
806;261-POPA;633390;1105739;NOIR M;979;T34;3253634684994;1;0;0;1
806;261-JITAMI;633485;1105757;DENIM STONE;993;T36;3253634685946;1;0;0;1
806;261-JITAMI;633274;1105757;DENIM STONE;993;T38;3253634683843;1;0;0;1
806;261-JITAMI;633486;1105757;DENIM STONE;993;T40;3253634685953;1;0;0;1
806;261-JITAMI;633487;1105757;DENIM STONE;993;T42;3253634685960;1;0;0;1
806;261-DNINO;633543;1105763;NAVAL ACADEMY;1200;TS;3253634686516;1;0;0;1
806;261-DNINO;633509;1105763;NAVAL ACADEMY;1200;TM;3253634686189;1;0;0;1
806;261-DNINO;633544;1105763;NAVAL ACADEMY;1200;TL;3253634686523;1;0;0;1
806;261-RISSOL;633703;1105784;NAVAL ACADEMY;1023;T38;3253634688084;1;0;0;1
806;261-OPON;633706;1105786;OFF WHITE M;931;T38;3253634688114;2;0;0;2
806;261-OPON;633862;1105786;OFF WHITE M;931;T40;3253634689661;1;0;0;1
806;261-OSAJE;633896;1105793;NOIR M;979;T36;3253634690001;3;0;0;3
806;261-OSAJE;633713;1105793;NOIR M;979;T38;3253634688183;3;0;0;3
806;261-OSAJE;633897;1105793;NOIR M;979;T40;3253634690018;3;0;0;3
806;261-OSAJE;633898;1105793;NOIR M;979;T42;3253634690025;2;0;0;2
806;261-RIKOOL;633900;1105794;NAVAL ACADEMY;1200;T34;3253634690049;1;0;0;1
806;261-RIKOOL;633901;1105794;NAVAL ACADEMY;1200;T36;3253634690056;1;0;0;1
806;261-RIKOOL;633715;1105794;NAVAL ACADEMY;1200;T38;3253634688206;2;0;0;2
806;261-RIKOOL;633902;1105794;NAVAL ACADEMY;1200;T40;3253634690063;1;0;0;1
806;261-RIKOOL;633903;1105794;NAVAL ACADEMY;1200;T42;3253634690070;1;0;0;1
806;261-RELIF.F;633920;1105798;MULTICO;900;T34;3253634690247;1;0;0;1
806;261-RELIF.F;633921;1105798;MULTICO;900;T36;3253634690254;1;1;0;2
806;261-RELIF.F;633721;1105798;MULTICO;900;T38;3253634688268;1;0;1;2
806;261-RELIF.F;633922;1105798;MULTICO;900;T40;3253634690261;0;1;0;1
806;261-RPLISSY;633930;1105800;MAGMA M;1023;T34;3253634690346;1;0;0;1
806;261-RPLISSY;633931;1105800;MAGMA M;1023;T36;3253634690353;0;1;0;1
806;261-RPLISSY;633723;1105800;MAGMA M;1023;T38;3253634688282;1;0;0;1
806;261-RPLISSY;633932;1105800;MAGMA M;1023;T40;3253634690360;1;0;0;1
806;261-RPLISSY;633933;1105800;MAGMA M;1023;T42;3253634690377;1;0;0;1
806;261-OPA;633941;1105802;NOIR M;979;T36;3253634690452;4;0;0;4
806;261-OPA;633726;1105802;NOIR M;979;T38;3253634688312;4;0;0;4
806;261-OPA;633942;1105802;NOIR M;979;T40;3253634690469;2;0;0;2
806;261-RELOW;633951;1105804;NOIR M;979;T36;3253634690551;1;0;0;1
806;261-RELOW;633728;1105804;NOIR M;979;T38;3253634688336;2;0;0;2
806;261-RELOW;633952;1105804;NOIR M;979;T40;3253634690568;2;0;0;2
806;261-RSOAN;633956;1105805;MULTICO;900;T36;3253634690605;0;2;0;2
806;261-RSOAN;633957;1105805;MULTICO;900;T40;3253634690612;4;0;0;4
806;261-RAYEE;633961;1105806;PALE BANANA;1144;T36;3253634690650;2;0;0;2
806;261-RAYEE;633963;1105806;PALE BANANA;1144;T42;3253634690674;1;0;0;1
806;261-RODIOL;633986;1105811;NOIR/IVOIRE;929;T36;3253634690902;1;0;0;1
806;261-RODIOL;633741;1105811;NOIR/IVOIRE;929;T38;3253634688466;1;0;0;1
806;261-RODIOL;633987;1105811;NOIR/IVOIRE;929;T40;3253634690919;0;1;0;1
806;261-RODIOL;633988;1105811;NOIR/IVOIRE;929;T42;3253634690926;1;0;0;1
806;261-PIBO.F;633991;1105812;NAVAL ACADEMY;1200;T36;3253634690957;3;1;0;4
806;261-PIBO.F;633992;1105812;NAVAL ACADEMY;1200;T40;3253634690964;2;0;0;2
806;261-PIBO.F;633993;1105812;NAVAL ACADEMY;1200;T42;3253634690971;3;0;0;3
806;261-CUBA.F;634000;1105814;MULTICO;900;T34;3253634691046;1;0;0;1
806;261-CUBA.F;634001;1105814;MULTICO;900;T36;3253634691053;1;0;0;1
806;261-CUBA.F;633745;1105814;MULTICO;900;T38;3253634688503;1;0;0;1
806;261-RBELLE;634021;1105818;OFF WHITE M;931;T36;3253634691251;1;0;0;1
806;261-RBELLE;633751;1105818;OFF WHITE M;931;T38;3253634688565;2;0;0;2
806;261-RBELLE;634022;1105818;OFF WHITE M;931;T40;3253634691268;1;0;0;1
806;261-RBELLE;634023;1105818;OFF WHITE M;931;T42;3253634691275;1;0;0;1
806;261-RDOLSOU;634035;1105821;PRAIRIE M;1213;T34;3253634691398;2;0;0;2
806;261-RDOLSOU;634036;1105821;PRAIRIE M;1213;T36;3253634691404;1;0;0;1
806;261-RDOLSOU;633757;1105821;PRAIRIE M;1213;T38;3253634688626;1;0;0;1
806;261-PBELLE;634050;1105824;NOIR M;979;T34;3253634691541;2;0;0;2
806;261-PBELLE;634051;1105824;NOIR M;979;T36;3253634691558;1;0;0;1
806;261-PBELLE;633760;1105824;NOIR M;979;T38;3253634688657;0;0;0;0
806;261-RDALA.F;634055;1105825;MULTICO;900;T34;3253634691596;1;0;0;1
806;261-RDALA.F;634057;1105825;MULTICO;900;T40;3253634691619;1;0;0;1
806;261-RDALA.F;634058;1105825;MULTICO;900;T42;3253634691626;1;0;0;1
806;261-RBRUM;634061;1105826;EPICE M;1118;T36;3253634691657;2;0;0;2
806;261-RBRUM;633762;1105826;EPICE M;1118;T38;3253634688671;1;0;0;1
806;261-RBRUM;634063;1105826;EPICE M;1118;T42;3253634691671;1;0;0;1
806;261-DANIELA;634169;1105832;MAGMA M;979;TS;3253634692708;1;0;0;1
806;261-DANIELA;634133;1105832;MAGMA M;979;TM;3253634692357;1;0;0;1
806;261-DANIELA;634170;1105832;MAGMA M;979;TL;3253634692715;1;0;0;1
806;261-DJOJO;634184;1105834;OFF WHITE M;979;TXS;3253634692852;1;0;0;1
806;261-DJOJO;634185;1105834;OFF WHITE M;979;TS;3253634692869;1;0;1;2
806;261-DJOJO;634136;1105834;OFF WHITE M;979;TM;3253634692388;1;0;0;1
806;261-DJOJO;638975;1105834;NOIR M;979;TM;3253634735436;2;0;0;2
806;261-DJOJO;638979;1105834;NOIR M;979;TL;3253634735467;2;0;0;2
806;261-DJOJO;634186;1105834;OFF WHITE M;979;TL;3253634692876;1;0;0;1
806;261-DYLAN;634188;1105835;OFF WHITE M;931;TXS;3253634692890;1;0;0;1
806;261-DYLAN;634189;1105835;OFF WHITE M;931;TS;3253634692906;1;0;0;1
806;261-DYLAN;634137;1105835;OFF WHITE M;931;TM;3253634692395;1;0;0;1
806;261-DYLAN;634190;1105835;OFF WHITE M;931;TL;3253634692913;1;0;0;1
806;261-DANANA;634201;1105837;PALE BANANA;1144;TS;3253634693026;1;0;0;1
806;261-DANANA;634142;1105837;PALE BANANA;1144;TM;3253634692449;1;0;0;1
806;261-DANANA;634202;1105837;PALE BANANA;1144;TL;3253634693033;1;0;0;1
806;261-DPALM;634212;1105840;OFF WHITE M;931;TXS;3253634693132;1;0;0;1
806;261-DPALM;634213;1105840;OFF WHITE M;931;TS;3253634693149;1;0;0;1
806;261-DPALM;634145;1105840;OFF WHITE M;931;TM;3253634692470;0;1;0;1
806;261-DPALM;634214;1105840;OFF WHITE M;931;TL;3253634693156;1;0;0;1
806;261-DAMA;634220;1105842;MAGMA M;931;TXS;3253634693217;2;0;0;2
806;261-DAMA;634228;1105842;NAVAL ACADEMY;931;TXS;3253634693293;1;0;0;1
806;261-DAMA;634221;1105842;MAGMA M;931;TS;3253634693224;2;0;0;2
806;261-DAMA;634229;1105842;NAVAL ACADEMY;931;TS;3253634693309;1;0;1;2
806;261-DAMA;634148;1105842;MAGMA M;931;TM;3253634692500;2;0;0;2
806;261-DAMA;634150;1105842;NAVAL ACADEMY;931;TM;3253634692524;1;0;0;1
806;261-DAMA;634230;1105842;NAVAL ACADEMY;931;TL;3253634693316;2;0;0;2
806;261-DAMA;634222;1105842;MAGMA M;931;TL;3253634693231;1;0;0;1
806;252-DIDOU;640783;1106006;MARINE M;979;TXS;3253634752860;1;0;0;1
806;252-DIDOU;640784;1106006;MARINE M;979;TS;3253634752877;0;0;1;1
806;252-DIDOU;640776;1106006;MARINE M;979;TM;3253634752808;3;0;0;3
806;252-DIDOU;640785;1106006;MARINE M;979;TL;3253634752884;1;0;1;2
806;261-RARAM.F;638681;1106507;MULTICO;900;T34;3253634732626;1;0;0;1
806;261-RARAM.F;638682;1106507;MULTICO;900;T36;3253634732633;1;0;0;1
806;261-RARAM.F;638668;1106507;MULTICO;900;T38;3253634732503;1;0;0;1
806;261-RARAM.F;638683;1106507;MULTICO;900;T40;3253634732640;1;0;0;1
806;261-DJARDI;638734;1106515;MULTICO;900;TXS;3253634733128;1;0;0;1
806;261-DJARDI;638735;1106515;MULTICO;900;TS;3253634733135;2;0;0;2
806;261-DJARDI;638715;1106515;MULTICO;900;TM;3253634732947;2;0;0;2
806;261-DJARDI;638736;1106515;MULTICO;900;TL;3253634733142;3;0;0;3
806;261-DBABY;638797;1106523;NOIR M;979;TXS;3253634733739;1;0;0;1
806;261-DBABY;638798;1106523;NOIR M;979;TS;3253634733746;0;0;1;1
806;261-DBABY;638785;1106523;NOIR M;979;TM;3253634733623;0;0;1;1
806;261-ROSET.F;638904;1106536;MULTICO;900;T34;3253634734736;0;0;1;1
806;261-ROSET.F;638905;1106536;MULTICO;900;T36;3253634734743;0;1;0;1
806;261-ROSET.F;638889;1106536;MULTICO;900;T38;3253634734590;1;0;0;1
806;261-ROSET.F;638906;1106536;MULTICO;900;T40;3253634734750;1;1;0;2
806;261-ROSET.F;638907;1106536;MULTICO;900;T42;3253634734767;1;0;0;1
806;261-DGUAPA;640286;1106690;OFF WHITE M;931;TM;3253634748269;1;0;0;1
806;261-DGUAPA;640294;1106690;OFF WHITE M;931;TL;3253634748337;0;1;0;1
806;261-DCIAO;640802;1106739;MYRTILLE M;1204;TXS;3253634753041;1;0;0;1
806;261-DCIAO;640803;1106739;MYRTILLE M;1204;TS;3253634753058;1;0;0;1
806;261-DCIAO;640804;1106739;MYRTILLE M;1204;TL;3253634753065;1;0;0;1
806;261-DWONDER;640810;1106741;OFF WHITE M;931;TXS;3253634753126;1;0;0;1
806;261-DWONDER;640811;1106741;OFF WHITE M;931;TS;3253634753133;1;0;0;1
806;261-DWONDER;640794;1106741;OFF WHITE M;931;TM;3253634752976;1;0;0;1
806;261-DWONDER;640812;1106741;OFF WHITE M;931;TL;3253634753140;2;0;0;2
806;261-DIYUKI;640815;1106742;IVOIRE/NOIR;928;TS;3253634753171;1;0;1;2
806;261-DIYUKI;640795;1106742;IVOIRE/NOIR;928;TM;3253634752983;0;0;1;1
806;261-DIYUKI;640816;1106742;IVOIRE/NOIR;928;TL;3253634753188;1;0;0;1
806;261-DIDOU1;640823;1106745;OFF WHITE M;931;TM;3253634753256;1;0;0;1
806;261-DCAROLE;641368;1106837;MARINE/OFF WHITE;926;TXS;3253634758633;1;0;0;1
806;261-DCAROLE;641369;1106837;MARINE/OFF WHITE;926;TS;3253634758640;2;0;0;2
806;261-DCAROLE;641358;1106837;MARINE/OFF WHITE;926;TM;3253634758541;1;1;0;2
806;261-DCAROLE;641370;1106837;MARINE/OFF WHITE;926;TL;3253634758657;0;1;0;1
806;261-DARIA;641635;1106896;NOIR M;979;TL;3253634761251;1;0;0;1
806;261-ROCHI;641766;1106919;MARINE M;987;T34;3253634762531;0;1;0;1
806;261-ROCHI;641767;1106919;MARINE M;987;T36;3253634762548;1;0;0;1
806;261-ROCHI;641763;1106919;MARINE M;987;T38;3253634762517;0;1;0;1
806;261-ROCHI;641768;1106919;MARINE M;987;T40;3253634762555;0;1;0;1
806;261-DOMIO;641771;1106920;OFF WHITE M;931;TXS;3253634762586;1;0;0;1
806;261-DOMIO;641772;1106920;OFF WHITE M;931;TS;3253634762593;1;0;1;2
806;261-DOMIO;641764;1106920;OFF WHITE M;931;TM;3253634762524;2;0;0;2
806;261-DOMIO;641773;1106920;OFF WHITE M;931;TL;3253634762609;0;0;1;1
806;261-DESLE;642349;1107038;MULTICO;900;TXS;3253634768304;3;0;0;3
806;261-DESLE;642350;1107038;MULTICO;900;TS;3253634768311;0;0;2;2
806;261-DESLE;642347;1107038;MULTICO;900;TM;3253634768298;1;0;0;1
806;261-DESLE;642351;1107038;MULTICO;900;TL;3253634768328;1;0;1;2
806;261-DESLE;642352;1107038;MULTICO;900;TXL;3253634768335;1;0;0;1
806;261-DOOTHY;643535;1107198;NOIR M;979;TXS;3253634779829;1;0;0;1
806;261-DOOTHY;643536;1107198;NOIR M;979;TS;3253634779836;1;0;0;1
806;261-DOOTHY;643533;1107198;NOIR M;979;TM;3253634779812;1;0;0;1
806;261-DOOTHY;643537;1107198;NOIR M;979;TL;3253634779843;2;0;0;2
806;261-DHIVAL;643679;1107215;MARINE M;931;TXS;3253634781181;0;0;1;1
806;261-DHIVAL;643680;1107215;MARINE M;931;TS;3253634781198;0;1;0;1
806;261-DHIVAL;643673;1107215;MARINE M;931;TM;3253634781136;2;0;0;2
806;261-DHIVAL;643681;1107215;MARINE M;931;TL;3253634781204;1;0;0;1
806;261-RSAMYA;643880;1107233;WHITE SMOKE;979;T34;3253634783109;1;0;0;1
806;261-RSAMYA;643875;1107233;NOIR;979;T34;3253634783055;0;0;1;1
806;261-RSAMYA;643881;1107233;WHITE SMOKE;979;T36;3253634783116;0;0;1;1
806;261-RSAMYA;643876;1107233;NOIR;979;T36;3253634783062;1;0;0;1
806;261-RSAMYA;643872;1107233;WHITE SMOKE;979;T38;3253634783031;1;0;0;1
806;261-RSAMYA;643871;1107233;NOIR;979;T38;3253634783024;0;0;1;1
806;261-RSAMYA;643877;1107233;NOIR;979;T40;3253634783079;1;0;0;1
806;261-RSAMYA;643882;1107233;WHITE SMOKE;979;T40;3253634783123;1;0;0;1
806;261-RSAMYA;643883;1107233;WHITE SMOKE;979;T42;3253634783130;1;0;0;1
806;261-RSAMYA;643878;1107233;NOIR;979;T42;3253634783086;1;0;0;1
806;261-DECLIC;644045;1107271;OFF WHITE M;931;TXS;3253634784694;1;0;0;1
806;261-DECLIC;644046;1107271;OFF WHITE M;931;TS;3253634784700;0;0;1;1
806;261-DECLIC;644042;1107271;OFF WHITE M;931;TM;3253634784670;1;0;0;1
806;261-DECLIC;644047;1107271;OFF WHITE M;931;TL;3253634784717;0;1;0;1
832;211-PROSY.F;493644;85001;IVOIRE;100;T34;3253633418606;1;0;0;1
832;211-PROSY.F;493645;85001;IVOIRE;100;T36;3253633418613;0;0;1;1
832;211-PROSY.F;493646;85001;IVOIRE;100;T38;3253633418620;1;0;0;1
832;211-PROSY.F;493647;85001;IVOIRE;100;T40;3253633418637;3;0;0;3
832;231-DATE;632865;93923;SWEET DREAMS;201;TM;3253634679891;2;0;0;2
832;241-ROSVAL;628166;97093;BLUE DEPTHS;979;T34;3253634634470;1;0;0;1
832;241-ROSVAL;628167;97093;BLUE DEPTHS;979;T36;3253634634487;2;0;0;2
832;241-ROSVAL;628169;97093;BLUE DEPTHS;979;T40;3253634634500;3;0;0;3
832;241-DAGA;632868;98032;PALE BANANA;508;TM;3253634679921;1;0;0;1
832;241-MELAN;633078;98061;MYRTILLE M;1204;TXS;3253634681962;1;0;0;1
832;241-MELAN;633079;98061;MYRTILLE M;1204;TS;3253634681979;2;0;0;2
832;241-MELAN;633076;98061;MYRTILLE M;1204;TM;3253634681955;3;0;0;3
832;241-MELAN;633080;98061;MYRTILLE M;1204;TL;3253634681986;1;0;0;1
832;241-OROOVE;633780;98443;NAVAL ACADEMY;1288;T34;3253634688848;1;0;0;1
832;241-OROOVE;633781;98443;NAVAL ACADEMY;1288;T36;3253634688855;2;0;0;2
832;241-OROOVE;633746;98443;NAVAL ACADEMY;1288;T38;3253634688510;2;0;0;2
832;241-OROOVE;633782;98443;NAVAL ACADEMY;1288;T40;3253634688862;2;0;0;2
832;241-OROOVE;633783;98443;NAVAL ACADEMY;1288;T42;3253634688879;1;0;0;1
832;242-OLAFI;613909;98945;IVOIRE M;1293;T34;3253634498669;1;0;0;1
832;242-OLAFI;613910;98945;IVOIRE M;1293;T36;3253634498676;2;0;0;2
832;242-OLAFI;613911;98945;IVOIRE M;1293;T38;3253634498683;1;0;0;1
832;242-OLAFI;613912;98945;IVOIRE M;1293;T40;3253634498690;1;0;0;1
832;241-ROSLI;633800;99078;MAGMA M;314;T34;3253634689043;2;0;0;2
832;241-ROSLI;633801;99078;MAGMA M;314;T36;3253634689050;2;0;0;2
832;241-ROSLI;633737;99078;MAGMA M;314;T38;3253634688428;3;0;0;3
832;241-ROSLI;633738;99078;PALE BANANA;314;T38;3253634688435;1;0;0;1
832;241-ROSLI;633802;99078;MAGMA M;314;T40;3253634689067;1;0;0;1
832;241-ROSLI;633803;99078;MAGMA M;314;T42;3253634689074;1;0;0;1
832;242-MUSHU;592454;99513;ECRU;201;TXS;3253634297200;1;0;0;1
832;242-MUSHU;592455;99513;ECRU;201;TS;3253634297217;2;0;0;2
832;242-MUSHU;592456;99513;ECRU;201;TM;3253634297224;2;0;0;2
832;242-MUSHU;592457;99513;ECRU;201;TL;3253634297231;1;0;0;1
832;241-DEUX;594614;99913;MULTICO;900;TS;3253634318806;3;0;0;3
832;241-DEUX;594615;99913;MULTICO;900;TM;3253634318813;1;0;0;1
832;241-DEUX;594616;99913;MULTICO;900;TL;3253634318820;1;0;0;1
832;251-DIDOA;605541;101546;IVOIRE M;988;TXS;3253634422114;1;0;0;1
832;251-DIDOA;627300;101546;CAPERS;988;TXS;3253634625812;1;0;0;1
832;251-DIDOA;627305;101546;ARGAN OIL;988;TXS;3253634625867;1;0;0;1
832;251-DIDOA;608613;101546;NOIR M;988;TXS;3253634452838;1;0;0;1
832;251-DIDOA;627301;101546;CAPERS;988;TS;3253634625829;2;0;0;2
832;251-DIDOA;627306;101546;ARGAN OIL;988;TS;3253634625874;1;0;0;1
832;251-DIDOA;608614;101546;NOIR M;988;TS;3253634452845;1;0;0;1
832;251-DIDOA;605542;101546;IVOIRE M;988;TS;3253634422121;2;0;0;2
832;251-DIDOA;627302;101546;CAPERS;988;TM;3253634625836;2;0;0;2
832;251-DIDOA;627307;101546;ARGAN OIL;988;TM;3253634625881;1;0;0;1
832;251-DIDOA;627303;101546;CAPERS;988;TL;3253634625843;2;0;0;2
832;251-DIDOA;627308;101546;ARGAN OIL;988;TL;3253634625898;2;0;0;2
832;251-DIDOA;605544;101546;IVOIRE M;988;TL;3253634422145;1;0;0;1
832;251-RIA;633825;1102137;NOIR M;301;T34;3253634689296;1;0;0;1
832;251-RIA;633826;1102137;NOIR M;301;T36;3253634689302;1;1;0;2
832;251-RIA;633720;1102137;NOIR M;301;T38;3253634688251;1;1;0;2
832;251-RIA;633827;1102137;NOIR M;301;T40;3253634689319;2;0;0;2
832;251-RIA;633828;1102137;NOIR M;301;T42;3253634689326;2;0;0;2
832;251-RISSAL;633830;1102139;NAVAL ACADEMY;1288;T34;3253634689340;1;0;0;1
832;251-RISSAL;629999;1102139;TEABERRY;1288;T34;3253634652801;1;0;0;1
832;251-RISSAL;633831;1102139;NAVAL ACADEMY;1288;T36;3253634689357;2;0;0;2
832;251-RISSAL;628251;1102139;AVENTURINE;1288;T36;3253634635323;1;0;0;1
832;251-RISSAL;630001;1102139;TEABERRY;1288;T38;3253634652825;1;0;0;1
832;251-RISSAL;633724;1102139;NAVAL ACADEMY;1288;T38;3253634688299;1;0;0;1
832;251-RISSAL;633832;1102139;NAVAL ACADEMY;1288;T40;3253634689364;1;0;0;1
832;251-RISSAL;630002;1102139;TEABERRY;1288;T40;3253634652832;1;0;0;1
832;251-RISSAL;633833;1102139;NAVAL ACADEMY;1288;T42;3253634689371;2;0;0;2
832;251-RISSAL;630003;1102139;TEABERRY;1288;T42;3253634652849;2;0;0;2
832;251-DELLA;632882;1102191;NOIR M;979;TXS;3253634680057;1;0;0;1
832;251-DELLA;610064;1102191;OFF WHITE M;979;TXS;3253634466668;2;0;0;2
832;251-DELLA;610065;1102191;OFF WHITE M;979;TS;3253634466675;2;0;0;2
832;251-DELLA;632883;1102191;NOIR M;979;TS;3253634680064;1;0;0;1
832;251-DELLA;610066;1102191;OFF WHITE M;979;TM;3253634466682;2;0;0;2
832;251-DELLA;632856;1102191;NOIR M;979;TM;3253634679808;1;0;0;1
832;251-DELLA;610067;1102191;OFF WHITE M;979;TL;3253634466699;1;0;0;1
832;251-DALBA;632886;1102198;OFF WHITE M;1166;TXS;3253634680095;1;0;0;1
832;251-DALBA;632887;1102198;OFF WHITE M;1166;TS;3253634680101;1;0;0;1
832;251-DALBA;632857;1102198;OFF WHITE M;1166;TM;3253634679815;2;0;0;2
832;251-DALBA;632888;1102198;OFF WHITE M;1166;TL;3253634680118;2;0;0;2
832;251-DALBA;634154;1102198;BUBBLE M;1166;TL;3253634692555;2;0;0;2
832;251-REINE1;633835;1102222;MYRTILLE M;1204;T34;3253634689395;1;0;0;1
832;251-REINE1;633836;1102222;MYRTILLE M;1204;T36;3253634689401;1;0;0;1
832;252-RMARMAI;613064;1102606;HAVANE M;1105;TL;3253634490229;1;0;0;1
832;252-DFLOWER;613111;1102614;NOIR M;931;TXS;3253634490694;0;0;1;1
832;252-DFLOWER;634156;1102614;NAVAL ACADEMY;931;TXS;3253634692579;1;0;0;1
832;252-DFLOWER;613112;1102614;NOIR M;931;TS;3253634490700;1;0;1;2
